Threads,Protocol,URL,Path
25,http,10.1.23.50,/#/signin?externalRedirect=%2Ft%2FBICProductized%2Fviews%2FBIClinical-QualityDashboard-QA%2FDashboard%3F:iid%3D1%26:usingOldHashUrl%3Dtrue%26&site=BICProductized
